"AccessionID","State","OriginLab","SubmittingLab"
"EPI_ISL_12534915","Kedah","Hospital Sultanah Bahiyah","TIDREC-UM"
"EPI_ISL_12534822","Perak","Hospital Raja Permaisuri Bainun","TIDREC-UM"
"EPI_ISL_12534819","Perak","Hospital Raja Permaisuri Bainun","TIDREC-UM"
"EPI_ISL_12534820","Perak","Hospital Raja Permaisuri Bainun","TIDREC-UM"
"EPI_ISL_12534891","Kedah","Hospital Sultan Abdul Halim","TIDREC-UM"
"EPI_ISL_12534896","Kedah","Hospital Sultanah Bahiyah","TIDREC-UM"
"EPI_ISL_12534893","Kedah","Hospital Sultanah Bahiyah","TIDREC-UM"
"EPI_ISL_12534892","Kedah","Hospital Sultanah Bahiyah","TIDREC-UM"
"EPI_ISL_12534888","Kedah","Hospital Sultanah Bahiyah","TIDREC-UM"
"EPI_ISL_12534879","Kedah","Hospital Sultanah Maliha","TIDREC-UM"
"EPI_ISL_12534887","Kedah","Hospital Sultanah Bahiyah","TIDREC-UM"
"EPI_ISL_12534894","Kedah","Hospital Sultanah Bahiyah","TIDREC-UM"
"EPI_ISL_12534884","Kedah","Hospital Sultanah Bahiyah","TIDREC-UM"
"EPI_ISL_12534880","Kedah","Hospital Sultanah Maliha","TIDREC-UM"
"EPI_ISL_12534882","Kedah","Hospital Sultanah Bahiyah","TIDREC-UM"
"EPI_ISL_12534889","Kedah","Hospital Sultanah Bahiyah","TIDREC-UM"
"EPI_ISL_12534881","Kedah","Hospital Sultanah Maliha","TIDREC-UM"
"EPI_ISL_12534886","Kedah","Hospital Sultanah Bahiyah","TIDREC-UM"
"EPI_ISL_12534890","Kedah","Hospital Sultanah Bahiyah","TIDREC-UM"
"EPI_ISL_12534898","Kedah","Hospital Sultanah Maliha","TIDREC-UM"
"EPI_ISL_12534877","Kedah","Hospital Sultanah Maliha","TIDREC-UM"
"EPI_ISL_12534883","Kedah","Hospital Sultanah Bahiyah","TIDREC-UM"
"EPI_ISL_12534885","Kedah","Hospital Sultanah Bahiyah","TIDREC-UM"
"EPI_ISL_12628136","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_12628125","Johor","Pejabat Kesihatan Daerah Muar","UMBI-UKM"
"EPI_ISL_12628128","Johor","Pejabat Kesihatan Daerah Muar","UMBI-UKM"
"EPI_ISL_12628114","Johor","Pejabat Kesihatan Daerah Kulai","UMBI-UKM"
"EPI_ISL_12628109","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_12628113","Johor","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"EPI_ISL_12628110","Johor","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"EPI_ISL_12628106","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_12628098","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_12628111","Johor","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"EPI_ISL_12628104","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_12628101","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_12628116","Johor","Pejabat Kesihatan Daerah Muar","UMBI-UKM"
"EPI_ISL_12628112","Johor","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"EPI_ISL_12628107","Johor","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"EPI_ISL_12628108","Johor","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"EPI_ISL_12628150","Johor","Pejabat Kesihatan Daerah Kulai","UMBI-UKM"
"EPI_ISL_12628153","Johor","Pejabat Kesihatan Daerah Muar","UMBI-UKM"
"EPI_ISL_12628152","Johor","Pejabat Kesihatan Daerah Kulai","UMBI-UKM"
"EPI_ISL_12628119","Johor","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"EPI_ISL_12628129","Johor","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"EPI_ISL_12628117","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_12628115","Johor","Pejabat Kesihatan Daerah Kulai","UMBI-UKM"
"EPI_ISL_12628121","Johor","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"EPI_ISL_12628120","Johor","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"EPI_ISL_12628127","Johor","Pejabat Kesihatan Daerah Muar","UMBI-UKM"
"EPI_ISL_12628122","Johor","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"EPI_ISL_12628124","Johor","Pejabat Kesihatan Daerah Muar","UMBI-UKM"
"EPI_ISL_12628131","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_12628140","Johor","Pejabat Kesihatan Daerah Muar","UMBI-UKM"
"EPI_ISL_12628126","Johor","Pejabat Kesihatan Daerah Muar","UMBI-UKM"
"EPI_ISL_12628137","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_12628138","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_12628143","Johor","Pejabat Kesihatan Daerah Muar","UMBI-UKM"
"EPI_ISL_12628132","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_12628130","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_12628142","Johor","Pejabat Kesihatan Daerah Muar","UMBI-UKM"
"EPI_ISL_12628141","Johor","Pejabat Kesihatan Daerah Muar","UMBI-UKM"
"EPI_ISL_12628146","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_12628144","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_12628149","Johor","Pejabat Kesihatan Daerah Kulai","UMBI-UKM"
"EPI_ISL_12631123","Perak","MKA Ipoh","MKA Ipoh"
"EPI_ISL_12665231","Selangor","MKAK","IMR"
"EPI_ISL_12665234","Pahang","Jabatan Kesihatan Negeri Pahang","IMR"
"EPI_ISL_12665233","WP Kuala Lumpur","Hospital Kuala Lumpur","IMR"
"EPI_ISL_12665236","Pahang","Jabatan Kesihatan Negeri Pahang","IMR"
"EPI_ISL_12665235","Pahang","Jabatan Kesihatan Negeri Pahang","IMR"
"EPI_ISL_12665239","Johor","Hospital Sultanah Aminah","IMR"
"EPI_ISL_12665241","Johor","Hospital Sultanah Aminah","IMR"
"EPI_ISL_12665242","Johor","Hospital Sultanah Aminah","IMR"
"EPI_ISL_12665244","Terengganu","Hospital Sultanah Nur Zahirah","IMR"
"EPI_ISL_12665247","Terengganu","Hospital Sultanah Nur Zahirah","IMR"
"EPI_ISL_12665246","Terengganu","Hospital Sultanah Nur Zahirah","IMR"
"EPI_ISL_12665256","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665252","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665258","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665248","Selangor","MKAK","IMR"
"EPI_ISL_12665251","Selangor","MKAK","IMR"
"EPI_ISL_12665254","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665250","Selangor","MKAK","IMR"
"EPI_ISL_12665265","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665298","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665267","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665266","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665302","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665264","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665260","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665230","Selangor","MKAK","IMR"
"EPI_ISL_12665243","Terengganu","Hospital Sultanah Nur Zahirah","IMR"
"EPI_ISL_12665232","WP Kuala Lumpur","Hospital Kuala Lumpur","IMR"
"EPI_ISL_12665268","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665274","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665273","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665276","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665279","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665272","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665287","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665281","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665296","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665297","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12665291","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12704536","Kelantan","HUSM","HUSM"
"EPI_ISL_12704555","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12704551","Kelantan","Klinik Kesihatan Pasir Puteh","HUSM"
"EPI_ISL_12704553","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12704556","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12704550","Kelantan","Klinik Kesihatan Pengkalan Chepa","HUSM"
"EPI_ISL_12704559","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12704558","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12704543","Kelantan","HUSM","HUSM"
"EPI_ISL_12704552","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12704563","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12704545","Kelantan","MKA Kota Bharu","HUSM"
"EPI_ISL_12704546","Kelantan","MKA Kota Bharu","HUSM"
"EPI_ISL_12704547","Kelantan","Klinik Kesihatan Ketereh","HUSM"
"EPI_ISL_12704540","Kelantan","HUSM","HUSM"
"EPI_ISL_12704567","Kelantan","HUSM","HUSM"
"EPI_ISL_12704561","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12704541","Kelantan","HUSM","HUSM"
"EPI_ISL_12704538","Kelantan","HUSM","HUSM"
"EPI_ISL_12704560","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12704564","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12704562","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12708551","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12708557","Kelantan","Klinik Kesihatan Pengkalan Chepa","HUSM"
"EPI_ISL_12708555","Kelantan","MKA Kota Bharu","HUSM"
"EPI_ISL_12708554","Kelantan","MKA Kota Bharu","HUSM"
"EPI_ISL_12708547","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12708558","Kelantan","MKA Kota Bharu","HUSM"
"EPI_ISL_12708541","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12708543","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12708550","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12708556","Kelantan","MKA Kota Bharu","HUSM"
"EPI_ISL_12708549","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12708542","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12708540","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12708546","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12708544","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12708545","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12708539","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12708564","Kelantan","Hospital Sultan Ismail Petra","HUSM"
"EPI_ISL_12708561","Kelantan","MKA Kota Bharu","HUSM"
"EPI_ISL_12721603","Selangor","HPUPM","HPUPM"
"EPI_ISL_12721608","Selangor","HPUPM","HPUPM"
"EPI_ISL_12721577","Selangor","HPUPM","HPUPM"
"EPI_ISL_12721595","Selangor","HPUPM","HPUPM"
"EPI_ISL_12721594","Selangor","HPUPM","HPUPM"
"EPI_ISL_12721602","Selangor","HPUPM","HPUPM"
"EPI_ISL_12721600","Selangor","HPUPM","HPUPM"
"EPI_ISL_12721599","Selangor","HPUPM","HPUPM"
"EPI_ISL_12721593","Selangor","HPUPM","HPUPM"
"EPI_ISL_12721579","Selangor","HPUPM","HPUPM"
"EPI_ISL_12721616","Selangor","HPUPM","HPUPM"
"EPI_ISL_12721615","Selangor","HPUPM","HPUPM"
"EPI_ISL_12721618","Selangor","HPUPM","HPUPM"
"EPI_ISL_12721620","Selangor","HPUPM","HPUPM"
"EPI_ISL_12721622","Selangor","HPUPM","HPUPM"
"EPI_ISL_12728849","Sarawak","MKAK","MKAK"
"EPI_ISL_12728843","Sarawak","MKAK","MKAK"
"EPI_ISL_12728846","Negeri Sembilan","MKAK","MKAK"
"EPI_ISL_12728844","Negeri Sembilan","MKAK","MKAK"
"EPI_ISL_12728842","Negeri Sembilan","MKAK","MKAK"
"EPI_ISL_12739628","Sarawak","Gribbles Diagnostic Lab@Timberland Medical Centre","UNIMAS"
"EPI_ISL_12739633","Sarawak","Gribbles Diagnostic Lab@Timberland Medical Centre","UNIMAS"
"EPI_ISL_12739648","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_12739609","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12739621","Sarawak","Gribbles Diagnostic Lab@Timberland Medical Centre","UNIMAS"
"EPI_ISL_12739629","Sarawak","Gribbles Diagnostic Lab@Timberland Medical Centre","UNIMAS"
"EPI_ISL_12739624","Sarawak","Gribbles Diagnostic Lab@Timberland Medical Centre","UNIMAS"
"EPI_ISL_12739622","Sarawak","Gribbles Diagnostic Lab@Timberland Medical Centre","UNIMAS"
"EPI_ISL_12739625","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_12739630","Sarawak","Gribbles Diagnostic Lab@Timberland Medical Centre","UNIMAS"
"EPI_ISL_12739631","Sarawak","Gribbles Diagnostic Lab@Timberland Medical Centre","UNIMAS"
"EPI_ISL_12739638","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_12739635","Sarawak","Gribbles Diagnostic Lab@Timberland Medical Centre","UNIMAS"
"EPI_ISL_12739646","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_12510137","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_12510142","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_12510143","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_12510182","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_12510022","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12510031","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12739667","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_12739653","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_12739680","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12739689","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12739692","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12739693","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12739694","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12739691","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12739690","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12739665","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_12739658","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_12739662","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_12739676","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12739669","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_12739677","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12739668","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_12739673","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12739672","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12739678","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12739679","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12739687","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12739681","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12739683","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12739682","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12739688","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_12739793","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12739802","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12739801","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12739800","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12739796","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12739791","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12739792","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12739798","Kelantan","Hospital Raja Perempuan Zainab II","HUSM"
"EPI_ISL_12746946","WP Putrajaya","Hospital Putrajaya","IMR"
"EPI_ISL_12746998","Kedah","Hospital Sultanah Bahiyah","IMR"
"EPI_ISL_12746986","Kedah","Hospital Kulim","IMR"
"EPI_ISL_12746994","Kedah","Hospital Sultanah Bahiyah","IMR"
"EPI_ISL_12747002","Kedah","Hospital Sultanah Bahiyah","IMR"
"EPI_ISL_12746993","Kedah","Hospital Sultanah Bahiyah","IMR"
"EPI_ISL_12747001","Kedah","Hospital Sultanah Bahiyah","IMR"
"EPI_ISL_12747000","Kedah","Hospital Sultanah Bahiyah","IMR"
"EPI_ISL_12746995","Kedah","Hospital Sultanah Bahiyah","IMR"
"EPI_ISL_12747004","Kedah","Hospital Sultanah Bahiyah","IMR"
"EPI_ISL_12747003","Kedah","Hospital Sultanah Bahiyah","IMR"
"EPI_ISL_12746992","Kedah","Hospital Sultanah Bahiyah","IMR"
"EPI_ISL_12746987","Kedah","Hospital Kulim","IMR"
"EPI_ISL_12746996","Kedah","Hospital Sultanah Bahiyah","IMR"
"EPI_ISL_12749683","Selangor","MKAK","IMR"
"EPI_ISL_12749678","Selangor","Hospital Ampang","IMR"
"EPI_ISL_12749684","Selangor","Hospital Ampang","IMR"
"EPI_ISL_12769961","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12771172","Pulau Pinang","Pejabat Kesihatan Pintu Masuk Antarabangsa Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771214","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771173","Pulau Pinang","Pejabat Kesihatan Pintu Masuk Antarabangsa Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771210","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771213","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771206","Pulau Pinang","Pejabat Kesihatan Pintu Masuk Antarabangsa Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771207","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771205","Pulau Pinang","Pejabat Kesihatan Pintu Masuk Antarabangsa Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771220","Pulau Pinang","Pejabat Kesihatan Pintu Masuk Antarabangsa Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771215","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771288","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771290","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771293","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771294","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771300","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771328","Perak","Hospital Raja Permaisuri Bainun","iPROMISE-UiTM"
"EPI_ISL_12771149","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771150","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771153","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771151","Pulau Pinang","Hospital Kepala Batas","iPROMISE-UiTM"
"EPI_ISL_12771154","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771155","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771152","Pulau Pinang","Pejabat Kesihatan Daerah Barat Daya","iPROMISE-UiTM"
"EPI_ISL_12771158","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771160","Pahang","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"EPI_ISL_12771159","Pahang","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"EPI_ISL_12771156","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771165","Pahang","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"EPI_ISL_12771164","Pahang","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"EPI_ISL_12771144","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771134","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771140","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771141","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771107","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771106","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771105","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771176","Pulau Pinang","Pejabat Kesihatan Pintu Masuk Antarabangsa Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771170","Pulau Pinang","Pejabat Kesihatan Pintu Masuk Antarabangsa Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771171","Pulau Pinang","Pejabat Kesihatan Pintu Masuk Antarabangsa Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771177","Pulau Pinang","Pejabat Kesihatan Pintu Masuk Antarabangsa Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771174","Pulau Pinang","Pejabat Kesihatan Pintu Masuk Antarabangsa Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771175","Pulau Pinang","Pejabat Kesihatan Pintu Masuk Antarabangsa Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771301","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771309","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771305","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771302","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771271","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771303","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771318","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771272","Pulau Pinang","Hospital Balik Pulau","iPROMISE-UiTM"
"EPI_ISL_12771313","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771319","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771312","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771310","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771311","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771278","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771287","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771317","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771314","Pahang","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"EPI_ISL_12771283","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771282","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771320","Pulau Pinang","Hospital Kepala Batas","iPROMISE-UiTM"
"EPI_ISL_12771247","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771246","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771245","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771249","Pahang","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"EPI_ISL_12771256","Pulau Pinang","Hospital Balik Pulau","iPROMISE-UiTM"
"EPI_ISL_12771261","Perak","Hospital Raja Permaisuri Bainun","iPROMISE-UiTM"
"EPI_ISL_12771224","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771250","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771252","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771253","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771263","Perak","Hospital Raja Permaisuri Bainun","iPROMISE-UiTM"
"EPI_ISL_12771225","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771226","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771259","Perak","Hospital Raja Permaisuri Bainun","iPROMISE-UiTM"
"EPI_ISL_12771218","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771260","Perak","Hospital Raja Permaisuri Bainun","iPROMISE-UiTM"
"EPI_ISL_12771233","Pahang","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"EPI_ISL_12771262","Perak","Hospital Raja Permaisuri Bainun","iPROMISE-UiTM"
"EPI_ISL_12771223","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771237","Pulau Pinang","Pejabat Kesihatan Daerah Seberang Perai Tengah","iPROMISE-UiTM"
"EPI_ISL_12771228","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
